airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended,cleaned_review
Turkish Airlines,8.0,B Borg,14th January 2015,OSL-IST-MLA return. A widebody A330-200 aircraft operated OSL-IST sector. Excellent IFE (though no moving map channel or display). The dinner service was almost perfect. Very comfortable seat. Shame that eye contact by the cabin crew was almost inexistent and service delivered in a very robotic manner. Flight arrived at IST with a 1-hour delay. All in all a great flight. IST-MLA on a A320 aircraft in Y/C was very good especially the catering (freshly-squeezed orange juice and lemonade in economy together with turkish delight at the start of the service - very nice indeed). The crew on this flight was very friendly. In-seat audio IFE and moving map display in small overhead screens. Great flight. MLA-IST in Y/C on A320 aircraft. Good service and very good catering again. In-seat audio IFE not working (even though I tried 3 different seats. There was a moving map display in small overhead screens). The flight landed at IST almost 1hr 15 minutes late. Overall a very good flight. IST-OSL in Y/C on A330 widebody aircraft. Excellent IFE. Very good service friendly crew and good catering. A very good flight overall. I'll definitely consider flying TK again. TK must improve customer service culture among its staff (eye contact smiles and do away with robotic service). This is why I would rather fly Lufthansa on this route unless TK has more competitive fares.,,,Economy Class,,,4.0,3.0,5.0,2.0,,5.0,yes,osl-ist-mla return a widebody a- aircraft operated osl-ist sector excellent ife though no moving map channel or display the dinner service was almost perfect very comfortable seat shame that eye contact by the cabin crew was almost inexistent and service delivered in a very robotic manner flight arrived at ist with a -hour delay all in all a great flight ist-mla on a a aircraft in yc was very good especially the catering freshly-squeezed orange juice and lemonade in economy together with turkish delight at the start of the service - very nice indeed the crew on this flight was very friendly in-seat audio ife and moving map display in small overhead screens great flight mla-ist in yc on a aircraft good service and very good catering again in-seat audio ife not working even though i tried different seats there was a moving map display in small overhead screens the flight landed at ist almost hr minutes late overall a very good flight ist-osl in yc on a widebody aircraft excellent ife very good service friendly crew and good catering a very good flight overall ill definitely consider flying tk again tk must improve customer service culture among its staff eye contact smiles and do away with robotic service this is why i would rather fly lufthansa on this route unless tk has more competitive fares
Turkish Airlines,5.0,Tercon Bojan,14th January 2015,Pre - and post - flight experience was terrible! Delayed flight by several hours due to bad weather no one can give you information on your long-haul connecting flight that I missed and no business class service! Thankfully they make up for it onboard. Even though it's a narrow-body you have a chef onboard and the food is totally outstanding. You (nearly) forget about all the problems you've had until then! The 3.5 hour flight on an older A321-200 has a 3-3 business class configuration where the middle seat is made into a table. Comfortable. But it's the service and food that made the Turkish flight superb.,,,Business Class,,,3.0,5.0,5.0,2.0,,4.0,yes,pre - and post - flight experience was terrible! delayed flight by several hours due to bad weather no one can give you information on your long-haul connecting flight that i missed and no business class service! thankfully they make up for it onboard even though its a narrow-body you have a chef onboard and the food is totally outstanding you nearly forget about all the problems youve had until then! the hour flight on an older a- has a - business class configuration where the middle seat is made into a table comfortable but its the service and food that made the turkish flight superb
Turkish Airlines,6.0,Tercon Bojan,14th January 2015,I'm amazed that a 737-800 can fly 6 hours and 20 minutes which is how long this flight from Istanbul to Nairobi was. Who knew! This is a brand new 737 with a 2-2 business class configuration. Not flat beds though just recliner business class seats. Which for such a long flight is a bit of an inconvenience especially given the tix price. Love having the cook on board. From Turkish delight which is served to you at the very beginning of the flight to your meals ending with strong Turkish coffee the culinary experience is outstanding. Service was a bit distracted. They forgot the menu. They forgot the toiletry bag. The lights were never really dimmed off on this overnight flight. But ok it happens some times. This is a great plane for continental flights but am not convinced it works for 6+ hour overnight flights. You're pretty much sleeping upright which is not what you're looking for on such a long flight.,,,Business Class,,,2.0,4.0,5.0,3.0,,2.0,yes,im amazed that a - can fly hours and minutes which is how long this flight from istanbul to nairobi was who knew! this is a brand new with a - business class configuration not flat beds though just recliner business class seats which for such a long flight is a bit of an inconvenience especially given the tix price love having the cook on board from turkish delight which is served to you at the very beginning of the flight to your meals ending with strong turkish coffee the culinary experience is outstanding service was a bit distracted they forgot the menu they forgot the toiletry bag the lights were never really dimmed off on this overnight flight but ok it happens some times this is a great plane for continental flights but am not convinced it works for hour overnight flights youre pretty much sleeping upright which is not what youre looking for on such a long flight
Turkish Airlines,1.0,S Austin,14th January 2015,After our trip just before Christmas from Ercan-Munich 12/12/14 Ercan-Heathrow 18/12/14 and Heathrow-Ercan 23/12/14. I can positively state that we will not be flying with them again if we can find an alternative. The flights were late both directions and the Heathrow-Ercan flight was so late we missed the connection and consequently spent 6hrs plus at Attaturk this is most unsatisfactory from an airline which is supposed to be one of the best.,,,Economy Class,,,3.0,2.0,3.0,3.0,,1.0,no,after our trip just before christmas from ercan-munich ercan-heathrow and heathrow-ercan i can positively state that we will not be flying with them again if we can find an alternative the flights were late both directions and the heathrow-ercan flight was so late we missed the connection and consequently spent hrs plus at attaturk this is most unsatisfactory from an airline which is supposed to be one of the best
Turkish Airlines,10.0,Susan James,11th January 2015,I flew Turkish Air from Los Angeles to Istanbul in comfort class row 11 aisle seat. It had no seats in front of me. This area is very roomy. Comparing to BA's seat room this is great. The food was good and you have personal service from a Chef. I had Salmon and for airline food it was great. Love the roomy toilets and porcelain style sinks instead of the awkward metal ones. This airline just seemed roomier. Good movie selection. I like the snacks and hot cloths.,,,Premium Economy,,,4.0,5.0,4.0,5.0,,4.0,yes,i flew turkish air from los angeles to istanbul in comfort class row aisle seat it had no seats in front of me this area is very roomy comparing to bas seat room this is great the food was good and you have personal service from a chef i had salmon and for airline food it was great love the roomy toilets and porcelain style sinks instead of the awkward metal ones this airline just seemed roomier good movie selection i like the snacks and hot cloths
Turkish Airlines,7.0,Hagar Shimoni,11th January 2015,We flew a family of 6 CGK-TLV and TLV-AMS all via IST. First time flying and we were satisfied. Plane departed late from Jakarta but made up in the air and arrived in Istanbul 5min behind schedule and we were on time for our connecting flight to Tel Aviv. It was on a A330 seats felt wider than any other airlines IFE was good food definitely better than average airline food and service from the cabin crew was friendly. The plane made a stop in Singapore. IST-TLV-IST on a smaller 319 without IFE service is ok. IST-AMS on a old very small B737 here the seats felt cramped. Overall TK is a good airline for the price we paid we will definitely use them again.,,,Economy Class,,,3.0,3.0,4.0,4.0,,4.0,yes,we flew a family of cgk-tlv and tlv-ams all via ist first time flying and we were satisfied plane departed late from jakarta but made up in the air and arrived in istanbul min behind schedule and we were on time for our connecting flight to tel aviv it was on a a seats felt wider than any other airlines ife was good food definitely better than average airline food and service from the cabin crew was friendly the plane made a stop in singapore ist-tlv-ist on a smaller without ife service is ok ist-ams on a old very small b here the seats felt cramped overall tk is a good airline for the price we paid we will definitely use them again
Turkish Airlines,6.0,J Dand,11th January 2015,IST-BKK a flight we were looking forward to but which disappointed. Our domestic connection was very late but we were given no help at all at Ataturk to transfer to the international terminal in fact an airport staff member tried to prevent us taking the fast route through. The Bangkok flight was listed as only 10 minutes behind schedule so we did not get to the reportedly wonderful lounge but stood in line to board and waited and waited. Flight eventually took off nearly two hours late. Priority boarding OK and a very helpful ground staff who checked that our baggage had been safely transferred. Clean and comfortable Business cabin A330 300 with flat beds and 2x2x2 configuration. Full cabin tiny loos. We sat at the gate for more than an hour with no explanation or apology from the flight deck and took off just before 10pm. Cold drinks before take off champagne after take off dry tepid towel offered. The meal was good but not fantastic and each course took so long to come. Not to use trolleys in a full cabin may look good but slows things down so much. No proper wine glasses we were given our second requested glass of champagne in a large water tumbler! This lack of style and training was obvious at all times. FAs were friendly and obliging but not confident or capable as on many other premium airlines. One had so little English she could not understand us or we her. Good choice of entertainment but the amenities bag was awful. Posh bag very little inside no face cream and the slippers had been used and recycled. Poor storage and FAs had no idea what to do with pillows and duvets once passenger luggage was in the racks. Completed breakfast orders were not collected but we handed ours over. The hot part of breakfast was worse than any premium cabin we've flown in: flabby white toast inedible unseasoned eggs. No announcement from the flight deck about our lateness of arrival or apology/explanation of why. No local time check either and when we asked a FA he got it wrong by an hour! Hope our return trip is better.,,,Business Class,,,4.0,3.0,4.0,4.0,,3.0,yes,ist-bkk a flight we were looking forward to but which disappointed our domestic connection was very late but we were given no help at all at ataturk to transfer to the international terminal in fact an airport staff member tried to prevent us taking the fast route through the bangkok flight was listed as only minutes behind schedule so we did not get to the reportedly wonderful lounge but stood in line to board and waited and waited flight eventually took off nearly two hours late priority boarding ok and a very helpful ground staff who checked that our baggage had been safely transferred clean and comfortable business cabin a with flat beds and xx configuration full cabin tiny loos we sat at the gate for more than an hour with no explanation or apology from the flight deck and took off just before pm cold drinks before take off champagne after take off dry tepid towel offered the meal was good but not fantastic and each course took so long to come not to use trolleys in a full cabin may look good but slows things down so much no proper wine glasses we were given our second requested glass of champagne in a large water tumbler! this lack of style and training was obvious at all times fas were friendly and obliging but not confident or capable as on many other premium airlines one had so little english she could not understand us or we her good choice of entertainment but the amenities bag was awful posh bag very little inside no face cream and the slippers had been used and recycled poor storage and fas had no idea what to do with pillows and duvets once passenger luggage was in the racks completed breakfast orders were not collected but we handed ours over the hot part of breakfast was worse than any premium cabin weve flown in flabby white toast inedible unseasoned eggs no announcement from the flight deck about our lateness of arrival or apologyexplanation of why no local time check either and when we asked a fa he got it wrong by an hour! hope our return trip is better
Turkish Airlines,7.0,Hagar Shimoni,11th January 2015,We flew a family of 6 CGK-TLV and TLV-AMS all via IST. First time flying and we were satisfied. Plane departed late from Jakarta but made up in the air and arrived in Istanbul 5min behind schedule and we were on time for our connecting flight to Tel Aviv. It was on a A330 seats felt wider than any other airlines IFE was good food definitely better than average airline food and service from the cabin crew was friendly. The plane made a stop in Singapore. IST-TLV-IST on a smaller 319 without IFE service is ok. IST-AMS on a old very small B737 here the seats felt cramped. Overall TK is a good airline for the price we paid we will definitely use them again.,,,Economy Class,,,3.0,3.0,4.0,4.0,,4.0,yes,we flew a family of cgk-tlv and tlv-ams all via ist first time flying and we were satisfied plane departed late from jakarta but made up in the air and arrived in istanbul min behind schedule and we were on time for our connecting flight to tel aviv it was on a a seats felt wider than any other airlines ife was good food definitely better than average airline food and service from the cabin crew was friendly the plane made a stop in singapore ist-tlv-ist on a smaller without ife service is ok ist-ams on a old very small b here the seats felt cramped overall tk is a good airline for the price we paid we will definitely use them again
Turkish Airlines,2.0,M Ahmed,5th January 2015,"Istanbul from Houston (U.S.) and vice versa. Good planes with acceptable seats comfort good food/beverages but their staff at the airport and onboard were pretty rude. Overall I will give the Turkish airlines acceptable/average scores just because of their ""Value for Money"" and ""Inflight Food Services"". For Staff Service I would give them zero.",,,Economy Class,,,3.0,1.0,4.0,3.0,,4.0,no,istanbul from houston us and vice versa good planes with acceptable seats comfort good foodbeverages but their staff at the airport and onboard were pretty rude overall i will give the turkish airlines acceptableaverage scores just because of their value for money and inflight food services for staff service i would give them zero
Turkish Airlines,8.0,A Licht,5th January 2015,Helsinki - Istanbul - Cape Town. Service and food in economy were great in modern day standards. Multi-course dinner with wine and spirits served even on the 3-hour Helsinki-Istanbul -flight. Seats were common narrow economy seats and not that comfortable for longer flights leg room quite poor. FA's were mostly bit robotic and busy but also friendly every now and then. Nice touch with the amenity kits and slippers on the long flight to South Africa. Good value for money.,,,Economy Class,,,3.0,3.0,4.0,4.0,,5.0,yes,helsinki - istanbul - cape town service and food in economy were great in modern day standards multi-course dinner with wine and spirits served even on the -hour helsinki-istanbul -flight seats were common narrow economy seats and not that comfortable for longer flights leg room quite poor fas were mostly bit robotic and busy but also friendly every now and then nice touch with the amenity kits and slippers on the long flight to south africa good value for money
Turkish Airlines,9.0,Sherlock Christopher,5th January 2015,Great service from the hard working and friendly crew from Washington Dulles to Istanbul flight TK008. I was given emergency exit seat - being 6 foot 6 inches tall it was highly appreciated. The drink selection and quality of food is good - the best I have had on an airline. The plane was clean and bathrooms were well maintained. The service even in economy was of good quality and crew are professional and friendly. I will fly with Turkish again. The crew take pride in their job and go out of their way to accommodate. I enjoyed the blanket slippers and inflight entertainment. I continued on to Amsterdam on TK1955 and received the same high quality service.,,,Economy Class,,,5.0,5.0,5.0,4.0,,5.0,yes,great service from the hard working and friendly crew from washington dulles to istanbul flight tk i was given emergency exit seat - being foot inches tall it was highly appreciated the drink selection and quality of food is good - the best i have had on an airline the plane was clean and bathrooms were well maintained the service even in economy was of good quality and crew are professional and friendly i will fly with turkish again the crew take pride in their job and go out of their way to accommodate i enjoyed the blanket slippers and inflight entertainment i continued on to amsterdam on tk and received the same high quality service
Turkish Airlines,10.0,Christopher Sherlock,5th January 2015,Istanbul to Washington TK007 on Nov 272014. Flight was not full and I had 3 seats to myself in the back of the plane next to the bathrooms and food cart storage closets. This is a busy area but the extra room was worth it. I can only say great things about this airline. The crew work very hard to make sure everyone is well taken care of. Turkish delight at beginning of flight is a nice touch. Drinks were served throughout the trip and were of good quality. The food was of excellent quality for an airline and all in all I really like the feel and modern clean design of the cabin. Seats appeared to be new and were comfortable. I had plenty of room for my knees which was a relief being that I am 6.5 feet tall. In flight entertainment system and film selection is top notch. I was so thankful to have chosen this airline as the price was a great deal and the staff were professionals. Landed Thanksgiving evening right on time. What more could you want in an airline. The Turks have been known for well over a thousand years for their hospitality.,,,Economy Class,,,4.0,5.0,5.0,5.0,,5.0,yes,istanbul to washington tk on nov flight was not full and i had seats to myself in the back of the plane next to the bathrooms and food cart storage closets this is a busy area but the extra room was worth it i can only say great things about this airline the crew work very hard to make sure everyone is well taken care of turkish delight at beginning of flight is a nice touch drinks were served throughout the trip and were of good quality the food was of excellent quality for an airline and all in all i really like the feel and modern clean design of the cabin seats appeared to be new and were comfortable i had plenty of room for my knees which was a relief being that i am feet tall in flight entertainment system and film selection is top notch i was so thankful to have chosen this airline as the price was a great deal and the staff were professionals landed thanksgiving evening right on time what more could you want in an airline the turks have been known for well over a thousand years for their hospitality
Turkish Airlines,8.0,S Ali,5th January 2015,Excellent friendly crew from BHX-IST-DAC. Prompt service and on return. Only drawback is transit time as short layover of 1h 30mins chances are slim for connecting flight and gates closing by the time you've cleared all security passport control checks.,,,Economy Class,,,5.0,4.0,4.0,4.0,,5.0,yes,excellent friendly crew from bhx-ist-dac prompt service and on return only drawback is transit time as short layover of h mins chances are slim for connecting flight and gates closing by the time youve cleared all security passport control checks
Turkish Airlines,8.0,F Bertoni,5th January 2015,GRU-IST 19/12. Could not upgrade to Premium Economy as the flight was overbooked. I have to say this is the first time I felt like the cabin crew did not care that much for passengers. Food was also of a lower quality than usual. Istanbul-Venice 21st December. Flew on a 738 with no private screen. Cabin crew was fantastic on this flight. We had a serious emergency case aboard while approaching Venice and flight attendants showed a very high level of professionalism.,,,Economy Class,,,4.0,4.0,4.0,4.0,,4.0,yes,gru-ist could not upgrade to premium economy as the flight was overbooked i have to say this is the first time i felt like the cabin crew did not care that much for passengers food was also of a lower quality than usual istanbul-venice st december flew on a with no private screen cabin crew was fantastic on this flight we had a serious emergency case aboard while approaching venice and flight attendants showed a very high level of professionalism
Turkish Airlines,9.0,Michelangelo Spano,5th January 2015,TK 1862: Rome-Istanbul (Boeing 737-800) TK 578: Istanbul-Asmara (Airbus A321-200) / TK 579: Asmara-Istanbul (Airbus A319-100) and TK 1865: Istanbul-Rome (Boeing 737-800) in Business class. The seat comfort on three segments was slightly disappointing as the seats were identical to economy class ones just the middle seat blocked off with the sole exception of the IST-ASM flight that featured the new business class configuration. The food offered on board by DO&CO was fresh and generous in both quality and quantity without being to overwhelming. The ambience and general service on board was genuine and of high standard without being too pompous as with most premium products. The cabin crew were extremely polite and professional and most seemed to be warm and quite friendly. Ataturk Airport is wide and spacious offering all functioning facilities the security procedures are very lenient and quickly handled with no hassle or long waiting. The customer service staff at Ataturk Airport are satisfactory as most don't seem very keen to assist you although they do their jobs. Turkish CIP Lounge at IST is very accommodating offering a soothing environment with generous food offerings and comfortable ambience. Flights landed and departed more or less on time. Only downside no priority boarding.,,,Business Class,,,2.0,5.0,4.0,4.0,,4.0,yes,tk rome-istanbul boeing - tk istanbul-asmara airbus a- tk asmara-istanbul airbus a- and tk istanbul-rome boeing - in business class the seat comfort on three segments was slightly disappointing as the seats were identical to economy class ones just the middle seat blocked off with the sole exception of the ist-asm flight that featured the new business class configuration the food offered on board by doco was fresh and generous in both quality and quantity without being to overwhelming the ambience and general service on board was genuine and of high standard without being too pompous as with most premium products the cabin crew were extremely polite and professional and most seemed to be warm and quite friendly ataturk airport is wide and spacious offering all functioning facilities the security procedures are very lenient and quickly handled with no hassle or long waiting the customer service staff at ataturk airport are satisfactory as most dont seem very keen to assist you although they do their jobs turkish cip lounge at ist is very accommodating offering a soothing environment with generous food offerings and comfortable ambience flights landed and departed more or less on time only downside no priority boarding
Turkish Airlines,9.0,A Jimenez,31st December 2014,TK33 Economy IAH to SSH via Istanbul on November 21 and again November 30 2014. TA exceeded my expectations in all aspects of the flight. Food on the flight was abundant and of a very good quality. Staff were attentive and helpful throughout the whole flight. Inflight entertainment was varied with pretty good choices. Seat was ok but after a 14 hour flight everything seems a little uncomfortable I guess. The only negative was perhaps the craziness encountered at Istanbul Ataturk airport and the uncaring attitude of people at the airport. TA is pretty good value for money and I will not hesitate to use it again in the near future.,,,Economy Class,,,4.0,4.0,5.0,5.0,,5.0,yes,tk economy iah to ssh via istanbul on november and again november ta exceeded my expectations in all aspects of the flight food on the flight was abundant and of a very good quality staff were attentive and helpful throughout the whole flight inflight entertainment was varied with pretty good choices seat was ok but after a hour flight everything seems a little uncomfortable i guess the only negative was perhaps the craziness encountered at istanbul ataturk airport and the uncaring attitude of people at the airport ta is pretty good value for money and i will not hesitate to use it again in the near future
Turkish Airlines,6.0,L Brown,31st December 2014,All flights on time Edi to Istanbul to Singapore and back. Disappointed with 1st flight no welcome on board and certainly no smiles only 6 passengers in business class. 2nd flight lovely welcome smiling staff food excellent lots of tasty dishes small helpings and freshly prepared. The not so good safety Video was inaudible no demonstration by staff in the aisles. Features of the seats not pointed out. Hot clothes handed out after the first serving of the meal. Arrived with trays before putting out tables and not at all pleased when I was unable to pull the tray up. No inflight entertainment on the flights Edinburgh to Istanbul and back. No priority boarding. Istanbul airport huge difficult to find your way about and staff rude and very unhelpful. Still using buses to take you from plane to airport.,,,Business Class,,,5.0,3.0,5.0,4.0,,4.0,no,all flights on time edi to istanbul to singapore and back disappointed with st flight no welcome on board and certainly no smiles only passengers in business class nd flight lovely welcome smiling staff food excellent lots of tasty dishes small helpings and freshly prepared the not so good safety video was inaudible no demonstration by staff in the aisles features of the seats not pointed out hot clothes handed out after the first serving of the meal arrived with trays before putting out tables and not at all pleased when i was unable to pull the tray up no inflight entertainment on the flights edinburgh to istanbul and back no priority boarding istanbul airport huge difficult to find your way about and staff rude and very unhelpful still using buses to take you from plane to airport
Turkish Airlines,3.0,Graham Ian,31st December 2014,After my outward bound flight from Amsterdam to Kathmandu (TK1952 and TK726) I was ready to write a rampage of discontent if the return flight was anything as bad. For almost a month from mid-November the Istanbul-Kathmandu sector had never been less than four hours late except for two or three days when it left Istanbul two hours early! On the day we travelled there was a six hour delay meaning we had to wait at Istanbul airport for 10 hours. No excuse or apology was offered. When we eventually boarded they had changed the aircraft from the day before when we had booked our seats online so we found ourselves sitting in seats next to the toilets and with no recline. There was also no IFE. Clearly the aircraft was from another era. An hour after we eventually took off (0200) and when I was finally nodding off to sleep I was rudely awoken by one of the crew and offered breakfast - at 0300! I was also offered wine with breakfast! So it was with some trepidation that I awaited my return journey fully expecting a long delay and wait at Kathmandu Airport which is no pleasure! Fortunately from two days before my departure the flight was running on time. What a different experience. A new(er) plane that had IFE an excellent service from the cabin crew on both flights. Why travellers to Kathmandu were singled out for such delays when nearly all long haul flights are on time remains a mystery. Because of the risk of it happening again I would not fly Turkish Airlines to this destination but otherwise I find them more than acceptable.,,,Economy Class,,,4.0,5.0,3.0,3.0,,4.0,yes,after my outward bound flight from amsterdam to kathmandu tk and tk i was ready to write a rampage of discontent if the return flight was anything as bad for almost a month from mid-november the istanbul-kathmandu sector had never been less than four hours late except for two or three days when it left istanbul two hours early! on the day we travelled there was a six hour delay meaning we had to wait at istanbul airport for hours no excuse or apology was offered when we eventually boarded they had changed the aircraft from the day before when we had booked our seats online so we found ourselves sitting in seats next to the toilets and with no recline there was also no ife clearly the aircraft was from another era an hour after we eventually took off and when i was finally nodding off to sleep i was rudely awoken by one of the crew and offered breakfast - at ! i was also offered wine with breakfast! so it was with some trepidation that i awaited my return journey fully expecting a long delay and wait at kathmandu airport which is no pleasure! fortunately from two days before my departure the flight was running on time what a different experience a newer plane that had ife an excellent service from the cabin crew on both flights why travellers to kathmandu were singled out for such delays when nearly all long haul flights are on time remains a mystery because of the risk of it happening again i would not fly turkish airlines to this destination but otherwise i find them more than acceptable
Turkish Airlines,8.0,R Chalmers,22nd December 2014,Good service from crew on Dub/Istanbul leg in newish 737. Istanbul to Tbilisi on Airbus. On return to London via Istanbul flight out of Tbilisi was cancelled due to fog. Turkish airline staff did a good job re routing everyone on next flight or an alternative. Generally speaking I find Turkish Airlines quite acceptable.,,,Economy Class,,,3.0,3.0,3.0,2.0,,5.0,yes,good service from crew on dubistanbul leg in newish istanbul to tbilisi on airbus on return to london via istanbul flight out of tbilisi was cancelled due to fog turkish airline staff did a good job re routing everyone on next flight or an alternative generally speaking i find turkish airlines quite acceptable
Turkish Airlines,3.0,Hirst Mark,18th December 2014,KTM-IST-HEL 8/12/2014. KTM flight delayed by 3 hours no apology or reason for the delay was given. Upon arrival at IST I was sent to a hotel for the night as I had missed my connecting flight to Helsinki. I was re booked onto the flight the following morning. I arrived in Helsinki 19 hours late. Overall I found the food and aircraft its self to be good but the organisation and quality of the people working for Turkish airlines to be very poor. Do not book with Turkish airlines if you would like to receive any type of acceptable customer service.,,,Economy Class,,,2.0,1.0,4.0,4.0,,3.0,no,ktm-ist-hel ktm flight delayed by hours no apology or reason for the delay was given upon arrival at ist i was sent to a hotel for the night as i had missed my connecting flight to helsinki i was re booked onto the flight the following morning i arrived in helsinki hours late overall i found the food and aircraft its self to be good but the organisation and quality of the people working for turkish airlines to be very poor do not book with turkish airlines if you would like to receive any type of acceptable customer service
Turkish Airlines,1.0,G Harris,10th December 2014,Turkish Airlines staff are normally brusque and indifferent but when one of their flights is delayed they really excel themselves in terms of inscrutable disdain. Firstly TK0805 to Istanbul (5/11/14) the cabin crew didn't seem to think anyone had the right to know whether we were going or not. When we finally took off over an hour late they were affronted that passengers might want to know if we were going to meet the connecting Turkish flight to London. So not having an answer and not seeming to care they just blithely said 'yes it'll be held'. Everyone rushed to the gate. Low and behold it wasn't held. Sent from pillar to post to interact with various other stony-faced employees who frankly don't care. Not a single person ventured an apology.,,,Economy Class,,,4.0,2.0,2.0,2.0,,1.0,no,turkish airlines staff are normally brusque and indifferent but when one of their flights is delayed they really excel themselves in terms of inscrutable disdain firstly tk to istanbul the cabin crew didnt seem to think anyone had the right to know whether we were going or not when we finally took off over an hour late they were affronted that passengers might want to know if we were going to meet the connecting turkish flight to london so not having an answer and not seeming to care they just blithely said yes itll be held everyone rushed to the gate low and behold it wasnt held sent from pillar to post to interact with various other stony-faced employees who frankly dont care not a single person ventured an apology
Turkish Airlines,7.0,M Michael,10th December 2014,Brussels to Istanbul. The plane was clean and smart and the staff were helpful and well turned out. Standards of English from staff were also very good. The food was very tasty. The inflight entertainment didn't appear to work in any seat on the inward flight though it was good on the outward flight with a decent choice of movies and TV shows. You are offered a piece of Turkish delight after take off which is a nice touch. Turkish Airlines is significantly better than its home airport.,,,Economy Class,,,5.0,4.0,4.0,3.0,,4.0,yes,brussels to istanbul the plane was clean and smart and the staff were helpful and well turned out standards of english from staff were also very good the food was very tasty the inflight entertainment didnt appear to work in any seat on the inward flight though it was good on the outward flight with a decent choice of movies and tv shows you are offered a piece of turkish delight after take off which is a nice touch turkish airlines is significantly better than its home airport
Turkish Airlines,1.0,I Thernot,4th December 2014,TK60 from IST to KUL in economy. Food and beverage service was as good as the food itself definitely 4-star standard. However the crew had a new trick which I have not seen before: One of the two front lavatories was reserved for crew use. It was clearly visible from my seat that the crew locked the door from the outside after they were finished using it. Reducing the number of lavatories on a plane is not a good idea. To add insult to injury the crew never bothered to clean the passenger lavatory resulting in an abundance of overflowing sewage. Wrote to the airline and did not receive any type of response. I recommend taking rubber boots on your next TK flight.,,,Economy Class,,,4.0,1.0,4.0,3.0,,2.0,no,tk from ist to kul in economy food and beverage service was as good as the food itself definitely -star standard however the crew had a new trick which i have not seen before one of the two front lavatories was reserved for crew use it was clearly visible from my seat that the crew locked the door from the outside after they were finished using it reducing the number of lavatories on a plane is not a good idea to add insult to injury the crew never bothered to clean the passenger lavatory resulting in an abundance of overflowing sewage wrote to the airline and did not receive any type of response i recommend taking rubber boots on your next tk flight
Turkish Airlines,5.0,M Asher,4th December 2014,Istanbul-London Heathrow. Bus to the aircraft â€“ happens so often these days at Istanbul. The chicken meal had run out by the time the cart reached me. Meal I had was good and I relaxed for the rest of the flight. On descent they announced that they would come round for newspapers cups etc but they did not. During the taxi to the gate people started getting up all over the aircraft even though there had been an announcement not to do so but none of the crew attempted to stop them. Luggage was already on the carousel when we arrived. The flight itself was good but efficiency of the crew in my area was appalling.,,,Economy Class,,,4.0,1.0,3.0,3.0,,3.0,yes,istanbul-london heathrow bus to the aircraft happens so often these days at istanbul the chicken meal had run out by the time the cart reached me meal i had was good and i relaxed for the rest of the flight on descent they announced that they would come round for newspapers cups etc but they did not during the taxi to the gate people started getting up all over the aircraft even though there had been an announcement not to do so but none of the crew attempted to stop them luggage was already on the carousel when we arrived the flight itself was good but efficiency of the crew in my area was appalling
